iter	Logloss
328	0.1822488955
329	0.1816921064
330	0.1810857568
331	0.1805366857
332	0.1802170742
333	0.1798275051
334	0.1796661434
335	0.1791009279
336	0.1786977881
337	0.1783934968
338	0.1780422846
339	0.1777064698
340	0.177096779
341	0.1767098904
342	0.1762793257
343	0.1759562265
344	0.1757414284
345	0.175138587
346	0.1747477668
347	0.1742644957
348	0.1736468326
349	0.1732563042
350	0.1730516922
351	0.1725718862
352	0.1721962021
353	0.1717791001
354	0.171381897
355	0.1710052751
356	0.1706490165
357	0.1702822186
358	0.1698045617
359	0.1693983725
360	0.1689968472
361	0.1686442795
362	0.1682895683
363	0.1678383453
364	0.1672568537
365	0.1669487544
366	0.1667821759
367	0.1663674411
368	0.1658949511
369	0.1655417874
370	0.1652694441
371	0.1650211993
372	0.1646698384
373	0.1641823939
374	0.163622561
375	0.1631335202
376	0.1627994015
377	0.1623884905
378	0.1618843419
379	0.161660518
380	0.1614498979
381	0.1611834117
382	0.1608540297
383	0.1604871739
384	0.1600073735
385	0.1598141954
386	0.1595439286
387	0.1592674267
388	0.1590805065
389	0.1588462194
390	0.1585005113
391	0.158052273
392	0.1577548027
393	0.1574184259
394	0.1570006371
395	0.1564595506
396	0.1561114822
397	0.1557806185
398	0.1554416293
399	0.1551334563
400	0.1548179729
401	0.1543958846
402	0.1541705688
403	0.153979457
404	0.1536380632
405	0.1534367232
406	0.1530706917
407	0.1527220011
408	0.1524386485
409	0.1520500512
410	0.1516393298
411	0.1515022982
412	0.1512410573
413	0.1508799701
414	0.1506359929
415	0.1502531892
416	0.1501484428
417	0.1497755664
418	0.1495261317
419	0.1491351809
420	0.1486975681
421	0.1484920172
422	0.1481295336
423	0.1477718978
424	0.1475107761
425	0.1472136293
426	0.1469491834
427	0.1466417733
428	0.1463624477
429	0.1460713954
430	0.1458770479
431	0.1454258578
432	0.1451107218
433	0.1447256327
434	0.1442930857
435	0.1440272785
436	0.1437093826
437	0.1434162083
438	0.1430507887
439	0.1427735999
440	0.1426029444
441	0.1423206522
442	0.1421406644
443	0.1417323271
444	0.14137369
445	0.1410656679
446	0.1408408789
447	0.1406334298
448	0.140308337
449	0.1400438411
450	0.1397005887
451	0.1394941773
452	0.1390572582
453	0.1390415192
454	0.1387833028
455	0.1384962491
456	0.1381100007
457	0.1378240551
458	0.1374776431
459	0.1371763434
460	0.1369742882
461	0.1367394322
462	0.1364859013
463	0.1361875228
464	0.1360081309
465	0.1357692253
466	0.1356206599
467	0.135392071
468	0.1349886486
469	0.1346681141
470	0.1344214735
471	0.1341466699
472	0.1338918913
473	0.1336737837
474	0.1334042209
475	0.1331753935
476	0.1328257845
477	0.1324589604
478	0.132198554
479	0.1318909089
480	0.1315615245
481	0.1313502414
482	0.1310186818
483	0.1308328345
484	0.1305243833
485	0.1301277127
486	0.1298668793
487	0.1296391305
488	0.1295192832
489	0.1293136018
490	0.1292156095
491	0.1289807683
492	0.128618363
493	0.1283381644
494	0.1280678318
495	0.1278730813
496	0.1275482972
497	0.1272274176
498	0.1269731919
499	0.1268208106
500	0.1265570402
501	0.1261793829
502	0.1258807114
503	0.1257440885
504	0.1254777761
505	0.1252863839
506	0.1249550967
507	0.1248667581
508	0.1245434841
509	0.1243002733
510	0.1240216051
511	0.1236967359
512	0.1235027529
513	0.1232790572
514	0.1230501232
515	0.1228311766
516	0.1225310076
517	0.1223690476
518	0.1220296996
519	0.1216912088
520	0.1215028104
521	0.121234149
522	0.1211741141
523	0.1209252289
524	0.1206744262
525	0.1205183143
526	0.120344313
527	0.1201797088
528	0.1199964149
529	0.1199093728
530	0.1197615975
531	0.1195240441
532	0.119254035
533	0.1190250249
534	0.1187819719
535	0.1187664645
536	0.1185849576
537	0.1183479389
538	0.1181974173
539	0.1178867556
540	0.1177077623
541	0.1175490822
542	0.1174389033
543	0.1173299744
544	0.1170923562
545	0.1169805141
546	0.1167330163
547	0.1165270783
548	0.1163290455
549	0.116084092
550	0.1158626829
551	0.115644833
552	0.1153134267
553	0.1151695172
554	0.1149417344
555	0.1146928901
556	0.1145099924
557	0.1142703363
558	0.114144206
559	0.1140618426
560	0.113938058
561	0.1137841917
562	0.1135041941
563	0.1133063226
564	0.113169434
565	0.1129776625
566	0.1127810876
567	0.1125801245
568	0.1123917636
569	0.1122492745
570	0.1119555133
571	0.1117138726
572	0.1115167527
573	0.1113401231
574	0.1112265939
575	0.1110856215
576	0.1109544368
577	0.110769164
578	0.1106215522
579	0.1104277724
580	0.1102182911
581	0.1100886413
582	0.1099167881
583	0.109750121
584	0.1095524254
585	0.1093914452
586	0.1092073531
587	0.1090379329
588	0.1089244922
589	0.1086690562
590	0.1084984007
591	0.1083076398
592	0.1080426193
593	0.1078867004
594	0.1076879785
595	0.107410851
596	0.107272248
597	0.1071253697
598	0.1069533995
599	0.1069436561
600	0.1068502154
601	0.1067392009
602	0.1064654918
603	0.1064202161
604	0.1063255333
605	0.1062116793
606	0.1060901426
607	0.1058573655
608	0.1057259208
609	0.1055732273
610	0.1054996967
611	0.10536555
612	0.1051980711
613	0.1050826924
614	0.1049597627
615	0.1047593718
616	0.1045721554
617	0.1044651985
618	0.1042762983
619	0.1041209198
620	0.1039508593
621	0.1037635917
622	0.1036105054
623	0.1034053371
624	0.1032170318
625	0.1030460959
626	0.1028536183
627	0.09858327139
628	0.09842857406
629	0.09832840647
630	0.0980722382
631	0.09795698211
632	0.0978582473
633	0.09772957166
634	0.09758780797
635	0.09737116496
636	0.09729442596
637	0.09707553046
638	0.09687594913
639	0.09678200086
640	0.09662583669
641	0.09655240831
642	0.09632013866
643	0.0962387698
644	0.09608672233
645	0.09592372803
646	0.09571188291
647	0.09552686555
648	0.09540469987
649	0.09520514806
650	0.09504851614
651	0.09498729025
652	0.09480765888
653	0.09462154025
654	0.09450349354
655	0.09441660472
656	0.09428162121
657	0.09417726199
658	0.09404801187
659	0.09394459043
660	0.09378049033
661	0.09368331773
662	0.09353535743
663	0.09333377112
664	0.09320709365
665	0.09313563165
666	0.09295383408
667	0.09279258365
668	0.09259939421
669	0.0924312478
670	0.09221947307
671	0.09205469404
672	0.09192175184
673	0.09179343723
674	0.09170497259
675	0.09159828595
676	0.09146118618
677	0.09130377997
678	0.09125249045
679	0.09116137368
680	0.09110733895
681	0.09095000767
682	0.09081132753
683	0.09069527217
684	0.09058689617
685	0.09041416986
686	0.090269804
687	0.09013625554
688	0.09000045458
689	0.08989028477
690	0.08974490166
691	0.08966277667
692	0.08949611982
693	0.0893639451
694	0.08922607558
695	0.08910504296
696	0.08890844073
697	0.08876945178
698	0.08855911664
699	0.08842357
700	0.08830736478
701	0.08813492003
702	0.08799828575
703	0.08788829985
704	0.0877402351
705	0.08761749268
706	0.08749799955
707	0.0873176007
708	0.08718278522
709	0.08704884847
710	0.08687852451
711	0.08681418101
712	0.08672131811
713	0.08663431349
714	0.08646987279
715	0.08639313607
716	0.08625926971
717	0.08604958852
718	0.08595396224
719	0.08577371779
720	0.08565441086
721	0.08552793094
722	0.08542334466
723	0.08524184908
724	0.08515610241
725	0.08512957437
726	0.08499374617
727	0.08484900111
728	0.08469929695
729	0.08461116155
730	0.08450103487
731	0.08437925975
732	0.08420181956
733	0.0840715204
734	0.0839322953
735	0.08388311522
736	0.08373705773
737	0.08354674521
738	0.08342872801
739	0.08330304963
740	0.08319275947
741	0.08300803275
742	0.08289527212
743	0.08276106062
744	0.08262818881
745	0.08245870954
746	0.08238105093
747	0.08230192321
748	0.08214176723
749	0.08196766263
750	0.08178450948
751	0.08163327263
752	0.08147660891
753	0.08130791755
754	0.0811535699
755	0.08104222843
756	0.08091598011
757	0.08082493827
758	0759	0.08428220408
760	0.08420296851
761	0.08407652378
762	0.08397844746
763	0.08385383402
764	0.08374935218
765	0.08364531426
766	0.08341424692
767	0.08331453573
768	0.08320531504
769	0.08308831283
770	0.08296686468
771	0.08281546888
772	0.08266900948
773	0.0824925979
774	0.08236629622
775	0.08228428931
776	0.08228299504
777	0.08211090111
778	0.08205867608
779	0.08196395806
780	0.08184258484
781	0.08174009437
782	0.08161634945
783	0.08146715051
784	0.08139495395
785	0.08128029732
786	0.0811102958
787	0.08097992625
788	0.08084539572
789	0.08081053439
790	0.08077638944
791	0.08063847224
792	0.08052599544
793	0.08035053639
794	0.08022932779
795	0.08013949962
796	0.08003609294
797	0.07993410315
798	0.0798080467
799	0.0797250952
800	0.07959691456
801	0.07948203087
802	0.07938549746
803	0.07926023234
804	0.07912309397
805	0.07898533798
806	0.07888025102
807	0.07879462242
808	0.07869278249
809	0.07857900233
810	0.07849571364
811	0.07841344561
812	0.07831056686
813	0.07823081357
814	0.0781814	0.07500613303
815	0.07494672821
816	0.07487514133
817	0.07476824352
818	0.0746206329
819	0.07455402783
820	0.07449605578
821	0.07437662397
822	0.07425275757
823	0.07419586636
824	0.07409680911
825	0.07394398508
826	0.07382746878
827	0.07372934251
828	0.07357639585
829	0.07351971581
830	0.07346086956
831	0.07329150836
832	0.07314833459
833	0.0730669839
834	0.0729970932
835	0.07288261595
836	0.07279556138
837	0.0727167402
838	0.07260629336
839	0.07246425038
840	0.07239968209
841	0.07236328579
842	0.07230377651
843	0.07218944686
844	0.07206075078
845	0.07198336919
846	0.07192745209
847	0.0718285765
848	0.07173777535
849	0.07166376795
850	0.071517413
851	0.07138917787
852	0.07128391266
853	0.07119527998
854	0.07109989439
855	0.0710223425
856	0.07093572844
857	0.07079975264
858	0.07071890604
859	0.07061138153
860	0.07048348245
861	0.07038421177
862	0.07028415544
863	0.0702245349
864	0.07008237612
865	0.06998353232
866	0.06986809231
867	0.0698080131
868	0.06973908742
869	0.0696246465
870	0.06954181989
871	0.06944359371
872	0.06935502461
873	0.06930754071
874	0.06925488427
875	0.06921774092
876	0.06913448742
877	0.06905463082
878	0.06898567336
879	0.06886298543
880	0.0687395005
881	0.06865773201
882	0.06857606116
883	0.06848200843
884	0.06839178403
885	0.06829016776
886	0.06820685977
887	0.06811916715
888	0.06804589544
889	0.06793929509
890	0.06786262876
891	0.06779498146
892	0.06770546096
893	0.06762682824
894	0.06752627009
895	0.06743181092
896	0.06735803059
897	0.06720931416
898	0.06715393066
899	0.06705029806
900	0.06699568658
901	0.06694728533
902	0.06689525559
903	0.06681590761
904	0.06674164136
905	0.06662676448
906	0.06655267307
907	0.06649976004
908	0.06637129557
909	0.06628830319
910	0.06622087161
911	0.06619865327
912	0.06614267031
913	0.06606312706
914	0.06599402655
915	0.0659276054
916	0.06586949712
917	0.065725817
918	0.06566824232
919	0.06556012744
920	0.0655150141
921	0.06541143826
922	0.06534801438
923	0.06530199505
924	0.06522811708
925	0.06516933214
926	0.06509124892
927	0.06500684647
928	0.0648996444
929	0.06481129783
930	0.06472913197
931	0.06461004757
932	0.06454933711
933	0.0644987674
934	0.06439866338
935	0.06432632265
936	0.06423222905
937	0.0641433239
938	0.06408034052
939	0.06405546325
940	0.06396095185
941	0.06386913799
942	0.06380127952
943	0.06375229018
944	0.0636788618
945	0.06354882377
946	0.06344289326
947	0.06336739177
948	0.06332291649
949	0.06323709488
950	0.06319260597
951	0.06308372588
952	0.06301638739
953	0.06293090412
954	0.06288238934
955	0.06278485571
956	0.06269758542
957	0.06258119401
958	0.06251688912
959	0.06241759573
960	0.06232787768
961	0.06222848665
962	0.06213815326
963	0.06205678894
964	0.06192580632
965	0.06180708295
966	0.06168444724
967	0.06157056491
968	0.06150848525
969	0.06140795662
970	0.06136845407
971	0.06128356343
972	0.06118459929
973	0.06110544886
974	0.06105759257
975	0.06098337855
976	0.06090988886
977	0.06089262735
978	0.06085673514
979	0.06079280717
980	0.06068565278
981	0.06061566217
982	0.06051097143
983	0.06041800181
984	0.06033261844
985	0.06027668317
986	0.06020761672
987	0.06009670666
988	0.06002454076
989	0.0599537963
990	0.05989019076
991	0.05980701674
992	0.05972478957
993	0.05961590267
994	0.05953053747
995	0.05948886417
996	0.05940349216
997	0.05928204627
998	0.05924315453
999	0.05916832742
730202766
9894
998	0.053629085
999	0.05356259346

997	0.04618670146
998	0.04613150642
999	0.04609192212
